,sex,age,marital,is_parent,education_level,emplnw,disabled,party,ideology,race,income,hh1,number_in_hh,reg_voter,email_use,mobile_phone,home_int,broadband,smartphone,library_onsite,library_website,visit_freq,educ2_ordinal,inc_ordinal,libusea_ordinal,has_visited
1470,Female,51,Married,No,Bach Degree,Full Time,Yes,Republican,Consrv,White,$50K-$75K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,6,6,2,Yes
1471,Male,34,Married,Yes,HS Grad,Unemployed,No,Republican,Consrv,White,$50K-$75K,3,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,6,1,Yes
1472,Male,54,Married,No,HS Grad,Full Time,No,Democrat,Very Liberal,White,$30K-$40K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,4,1,Yes
1473,Female,80,Married,No,Assoc Degree,Retired,Yes,Republican,Consrv,White,$30K-$40K,2,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,5,4,1,Yes
1474,Male,55,Cohabitating,No,HS Grad,Full Time,No,Independent,Moderate,White,$20K-$30K,2,Small City or Town,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,3,0,No
1475,Male,38,Married,Yes,HS Grad,Full Time,No,Republican,Very Consrv,White,Refused,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,3,0,0,No
1476,Female,74,Separated,No,No HS,Retired,No,Democrat,Very Liberal,Black,<$10K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,Never,Never,Unknown,1,1,0,No
1477,Female,36,Married,Yes,Grad School,Part Time,No,Democrat,Liberal,White,$150K+,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, > 12 Mo.",Monthly,8,9,2,Yes
1478,Male,48,Divorced,No,Grad School,Full Time,No,Independent,Consrv,White,$150K+,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,8,9,2,Yes
1479,Female,67,Married,No,HS Grad,Retired,No,Independent,Consrv,White,Refused,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,3,0,0,No
1480,Female,55,Married,Yes,Bach Degree,Full Time,No,Republican,Consrv,White,$100K-$150K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,8,2,Yes
1481,Female,63,Married,No,Grad School,Full Time,No,Republican,Consrv,White,$50K-$75K,2,Rural,Definitely,Yes,No,Yes,Dial-Up,No,"Yes, < 12 Mo.",Never,Monthly,8,6,2,Yes
1482,Male,39,Married,Yes,HS Grad,Full Time,No,Republican,Consrv,White,Refused,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,3,0,0,No
1483,Female,56,Widowed,No,Assoc Degree,Full Time,No,Republican,Moderate,White,$75K-$100K,1,Rural,Definitely,Yes,Yes,Yes,Dial-Up,Yes,"Yes, > 12 Mo.",Never,Unknown,5,7,1,Yes
1484,Male,59,Separated,No,HS Grad,Retired,No,Democrat,Consrv,Black,<$10K,1,Rural,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,1,0,No
1485,Female,60,Cohabitating,No,Grad School,Self Employed,Yes,Independent,Moderate,White,$75K-$100K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,7,1,Yes
1486,Female,94,Widowed,No,Grad School,Retired,Yes,Independent,Unknown,White,$40K-$50K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,Unknown,Never,Unknown,8,5,0,No
1487,Female,49,Separated,No,Some College,Full Time,No,Democrat,Very Consrv,Black,$30K-$40K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,4,4,2,Yes
1488,Male,70,Widowed,No,HS Grad,Retired,No,Democrat,Consrv,Black,$20K-$30K,2,Rural,Definitely,No,Yes,No,Unknown,Yes,"Yes, < 12 Mo.",Never,Less Often,3,3,2,Yes
1489,Male,74,Divorced,Yes,Some HS,Part Time,No,Democrat,Liberal,Black,$20K-$30K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,2,3,2,Yes
1490,Female,49,Never Married,Yes,No HS,Disabled,Yes,No Preference,Refused,Black,<$10K,1,Small City or Town,Definitely,Yes,No,No,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,1,1,1,Yes
1491,Female,74,Never Married,No,Grad School,Retired,No,Democrat,Very Liberal,Refused,Refused,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,8,0,1,Yes
1492,Female,34,Married,No,Grad School,Full Time,No,Democrat,Very Liberal,White,$75K-$100K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,8,7,2,Yes
1493,Female,67,Separated,No,Some College,Retired,No,Democrat,Liberal,Black,<$10K,1,Suburb,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,4,1,1,Yes
1494,Male,43,Married,Yes,HS Grad,Full Time,No,Democrat,Consrv,Black,$10K-$20K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1495,Male,56,Married,No,Some College,Retired,No,Democrat,Liberal,Black,$20K-$30K,2,Rural,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,4,3,2,Yes
1496,Male,32,Cohabitating,Yes,HS Grad,Full Time,No,Independent,Consrv,Black,$20K-$30K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,3,3,2,Yes
1497,Female,28,Married,Yes,HS Grad,Unemployed,No,No Preference,Moderate,Other,$50K-$75K,2,Large City,Definitely,Yes,Yes,Yes,Cell Phone Only,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,3,6,2,Yes
1498,Male,63,Married,No,HS Grad,Retired,No,Democrat,Very Liberal,Black,$10K-$20K,2,Small City or Town,Probably,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Monthly,3,2,2,Yes
1499,Male,75,Married,No,Some Grad School,Retired,No,Democrat,Moderate,White,$100K-$150K,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,7,8,2,Yes
1500,Female,71,Divorced,No,Grad School,Retired,No,Republican,Consrv,White,$30K-$40K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,8,4,1,Yes
1501,Female,71,Widowed,No,Bach Degree,Retired,No,Democrat,Consrv,White,$20K-$30K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, < 12 Mo.",Never,Less Often,6,3,2,Yes
1502,Female,72,Never Married,No,HS Grad,Retired,No,Democrat,Consrv,Black,$10K-$20K,1,Rural,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,2,0,No
1503,Female,53,Married,No,Some College,Full Time,No,Democrat,Very Consrv,Black,$30K-$40K,2,Small City or Town,Definitely,No,Yes,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,4,4,1,Yes
1504,Female,31,Never Married,Yes,Some College,Full Time,No,Republican,Moderate,Black,$10K-$20K,1,Large City,Definitely,Yes,Yes,Yes,Cell Phone Only,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,4,2,2,Yes
1505,Female,54,Married,No,Bach Degree,Unemployed,Yes,Democrat,Liberal,White,$75K-$100K,3,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,6,7,2,Yes
1506,Female,54,Married,No,Assoc Degree,Full Time,Yes,Democrat,Moderate,Black,$30K-$40K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,5,4,2,Yes
1507,Male,22,Never Married,No,Some College,Part Time,No,Independent,Liberal,White,$150K+,2,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,9,1,Yes
1508,Female,67,Divorced,No,HS Grad,Retired,Yes,Democrat,Consrv,Black,$10K-$20K,2,Small City or Town,Definitely,No,No,Unknown,Unknown,No,Never,"Yes, > 12 Mo.",Unknown,3,2,0,No
1509,Male,54,Never Married,No,HS Grad,Retired,No,Democrat,Very Liberal,Other,<$10K,1,Refused,Definitely,No,No,Unknown,Unknown,Yes,Never,"Yes, > 12 Mo.",Unknown,3,1,0,No
1510,Female,62,Married,No,Bach Degree,Retired,Yes,Republican,Consrv,White,$50K-$75K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,6,6,2,Yes
1511,Female,57,Separated,No,Some HS,Disabled,Yes,Republican,Consrv,White,Unknown,1,Small City or Town,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,2,0,0,No
1512,Female,55,Never Married,No,HS Grad,Unemployed,Yes,Democrat,Very Liberal,Black,$10K-$20K,2,Small City or Town,Definitely,Yes,Yes,No,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1513,Male,51,Married,Yes,Some HS,Retired,Yes,Republican,Consrv,White,$50K-$75K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Less Often,2,6,2,Yes
1514,Female,47,Married,Yes,Assoc Degree,Part Time,No,No Preference,Very Liberal,Black,$30K-$40K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,5,4,1,Yes
1515,Male,49,Married,No,Assoc Degree,Full Time,Yes,Democrat,Liberal,White,$20K-$30K,2,Small City or Town,Probably,No,Yes,No,Unknown,No,Never,Never,Unknown,5,3,0,No
1516,Female,84,Married,No,Some College,Retired,No,Democrat,Consrv,White,$30K-$40K,2,Small City or Town,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Semi-Monthly,4,4,2,Yes
1517,Female,36,Divorced,Yes,Bach Degree,Full Time,No,Independent,Moderate,Black,$40K-$50K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,"Yes, > 12 Mo.",Unknown,6,5,0,No
1518,Female,62,Widowed,No,HS Grad,Retired,Yes,Republican,Consrv,White,$10K-$20K,1,Rural,Definitely,Yes,Yes,Yes,Higher Speed,No,Never,"Yes, < 12 Mo.",Unknown,3,2,0,No
1519,Female,29,Married,No,Assoc Degree,Full Time,No,Independent,Moderate,White,$100K-$150K,3,Small City or Town,Definitely,Yes,Yes,Yes,None,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,5,8,1,Yes
1520,Male,78,Refused,No,HS Grad,Retired,Yes,Refused,Consrv,White,Refused,1,Small City or Town,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,3,0,1,Yes
1521,Male,48,Married,No,Some College,Full Time,No,Republican,Very Consrv,White,$50K-$75K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,4,6,2,Yes
1522,Male,31,Married,No,No HS,Unemployed,Yes,Unknown,Refused,White,<$10K,2,Small City or Town,Definitely,Yes,No,Yes,Refused,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,1,1,2,Yes
1523,Female,79,Widowed,No,Some HS,Unemployed,No,Democrat,Moderate,White,Unknown,1,Small City or Town,Definitely,No,Yes,No,Unknown,No,Never,Never,Unknown,2,0,0,No
1524,Female,73,Widowed,No,Some College,Retired,No,Independent,Moderate,White,$50K-$75K,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,4,6,2,Yes
1525,Male,22,Never Married,No,HS Grad,Part Time,No,Democrat,Very Liberal,White,$40K-$50K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,3,5,2,Yes
1526,Female,48,Never Married,No,HS Grad,Full Time,No,No Preference,Moderate,White,$30K-$40K,1,Rural,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,4,2,Yes
1527,Female,64,Married,No,Bach Degree,Full Time,No,Republican,Very Consrv,White,$75K-$100K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,7,1,Yes
1528,Female,79,Widowed,No,Some College,Retired,No,Independent,Consrv,White,Refused,9,Rural,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Semi-Monthly,4,0,2,Yes
1529,Male,56,Married,Yes,Grad School,Full Time,No,Republican,Consrv,White,$50K-$75K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,8,6,0,No
1530,Female,65,Divorced,No,Some College,Retired,Yes,Republican,Consrv,White,$40K-$50K,1,Small City or Town,Definitely,Yes,Yes,Yes,Cell Phone Only,Yes,Never,"Yes, > 12 Mo.",Unknown,4,5,0,No
1531,Male,70,Married,Yes,Some College,Retired,No,Independent,Consrv,White,$10K-$20K,4,Rural,Probably,No,Yes,No,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,4,2,1,Yes
1532,Male,63,Married,No,Assoc Degree,Full Time,No,Republican,Very Consrv,White,$150K+,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,9,1,Yes
1533,Male,57,Married,No,Bach Degree,Full Time,No,Republican,Consrv,White,$75K-$100K,3,Suburb,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,6,7,1,Yes
1534,Male,61,Never Married,No,Grad School,Full Time,No,Democrat,Very Liberal,White,$50K-$75K,1,Suburb,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,8,6,2,Yes
1535,Male,57,Never Married,No,Assoc Degree,Retired,Yes,Democrat,Liberal,White,$30K-$40K,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,5,4,2,Yes
1536,Female,52,Divorced,Yes,Grad School,Part Time,No,Democrat,Liberal,Native American,$50K-$75K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,8,6,1,Yes
1537,Female,59,Widowed,No,HS Grad,Retired,Yes,Republican,Consrv,White,$10K-$20K,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1538,Male,65,Divorced,No,Grad School,Retired,Yes,Republican,Consrv,Native American,$20K-$30K,1,Small City or Town,Probably,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,8,3,1,Yes
1539,Male,70,Married,No,HS Grad,Retired,No,Republican,Moderate,White,$10K-$20K,2,Small City or Town,Definitely,Yes,No,Yes,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1540,Female,57,Cohabitating,No,HS Grad,Disabled,Yes,Democrat,Consrv,Black,$10K-$20K,2,Small City or Town,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,2,0,No
1541,Male,67,Divorced,No,Some College,Retired,Yes,Unknown,Liberal,White,$30K-$40K,1,Small City or Town,Probably,Yes,Yes,Yes,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,4,4,2,Yes
1542,Female,43,Married,No,No HS,Disabled,Yes,Independent,Consrv,White,<$10K,6,Small City or Town,Probably,Yes,Yes,No,Unknown,Yes,Never,Never,Unknown,1,1,0,No
1543,Male,65,Married,Yes,Grad School,Part Time,No,Democrat,Liberal,White,$100K-$150K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, > 12 Mo.",Less Often,8,8,2,Yes
1544,Female,76,Married,No,HS Grad,Retired,No,Independent,Consrv,White,<$10K,2,Rural,Probably,No,Yes,No,Unknown,Unknown,Never,Never,Unknown,3,1,0,No
1545,Female,70,Married,No,HS Grad,Retired,No,Democrat,Very Consrv,White,Unknown,2,Suburb,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,0,1,Yes
1546,Male,41,Married,Yes,Bach Degree,Full Time,No,Republican,Moderate,White,$150K+,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,6,9,1,Yes
1547,Female,75,Widowed,No,Bach Degree,Full Time,No,Democrat,Moderate,White,$20K-$30K,2,Small City or Town,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,6,3,1,Yes
1548,Female,78,Married,No,Bach Degree,Retired,No,Republican,Consrv,White,$100K-$150K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,8,2,Yes
1549,Female,70,Divorced,No,Some College,Retired,No,Democrat,Moderate,White,$20K-$30K,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,4,3,2,Yes
1550,Female,50,Married,No,Some College,Full Time,No,Democrat,Moderate,White,Refused,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, > 12 Mo.",Less Often,4,0,2,Yes
1551,Female,65,Married,No,HS Grad,Retired,Yes,No Preference,Moderate,White,<$10K,2,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,1,1,Yes
1552,Female,74,Widowed,No,Grad School,Retired,Yes,Republican,Moderate,Native American,$10K-$20K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Unknown,"Yes, < 12 Mo.",Never,Less Often,8,2,2,Yes
1553,Female,68,Married,No,Some HS,Part Time,No,Democrat,Consrv,White,$50K-$75K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,6,1,Yes
1554,Male,37,Married,Yes,Some College,Full Time,No,Republican,Very Consrv,White,$100K-$150K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Weekly,4,8,2,Yes
1555,Male,18,Never Married,No,HS Grad,Unemployed,No,Independent,Moderate,White,Unknown,3,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,3,0,1,Yes
1556,Female,64,Divorced,Yes,Grad School,Retired,No,Democrat,Very Liberal,White,$100K-$150K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,8,8,0,No
1557,Male,37,Married,Yes,Some College,Full Time,No,Republican,Moderate,White,$150K+,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,9,1,Yes
1558,Female,29,Married,Yes,Bach Degree,Full Time,No,Independent,Moderate,Native American,$30K-$40K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,6,4,2,Yes
1559,Female,66,Widowed,No,HS Grad,Retired,Yes,Republican,Consrv,White,$20K-$30K,2,Large City,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,3,3,1,Yes
1560,Female,34,Married,Yes,Some College,Disabled,Yes,Republican,Moderate,White,$30K-$40K,2,Rural,Definitely,Yes,Yes,Yes,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,4,4,1,Yes
1561,Female,99,Married,No,Grad School,Retired,No,Refused,Refused,White,$100K-$150K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Refused,8,8,2,Yes
1562,Male,50,Married,No,HS Grad,Full Time,No,Independent,Moderate,White,$40K-$50K,2,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,3,5,2,Yes
1563,Male,50,Married,No,Bach Degree,Full Time,No,Republican,Liberal,Asian,$100K-$150K,3,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,6,8,2,Yes
1564,Male,16,Never Married,No,Some HS,Unemployed,No,Independent,Liberal,Black,$10K-$20K,1,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,2,2,1,Yes
1565,Female,81,Married,No,Bach Degree,Retired,Yes,Republican,Moderate,White,$30K-$40K,1,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,4,1,Yes
1566,Male,52,Married,No,HS Grad,Retired,No,Republican,Liberal,White,$30K-$40K,2,Suburb,Definitely,No,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,3,4,1,Yes
1567,Female,78,Married,No,Grad School,Retired,No,Republican,Consrv,White,$75K-$100K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,7,1,Yes
1568,Female,34,Never Married,Yes,HS Grad,Unemployed,No,Democrat,Moderate,Black,<$10K,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,3,1,2,Yes
1569,Female,32,Cohabitating,Yes,Some College,Full Time,No,Republican,Very Liberal,Black,$30K-$40K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,4,1,Yes
1570,Male,36,Never Married,No,Grad School,Full Time,No,Other,Liberal,White,$150K+,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,9,1,Yes
1571,Female,43,Never Married,No,Bach Degree,Unemployed,No,Democrat,Moderate,Black,<$10K,1,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,1,2,Yes
1572,Male,58,Never Married,No,HS Grad,Unemployed,Yes,Democrat,Consrv,Black,$10K-$20K,1,Large City,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,3,2,2,Yes
1573,Female,35,Never Married,No,Some HS,Unemployed,Yes,Republican,Very Consrv,Other,<$10K,1,Small City or Town,Definitely,Yes,Yes,No,Unknown,No,Never,Never,Unknown,2,1,0,No
1574,Male,79,Never Married,No,Some HS,Retired,No,Democrat,Liberal,Black,Unknown,1,Large City,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,2,0,1,Yes
1575,Female,62,Married,No,HS Grad,Retired,Yes,Republican,Consrv,White,$50K-$75K,3,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,6,1,Yes
1576,Male,19,Never Married,No,Some HS,Part Time,No,Democrat,Moderate,White,$150K+,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,2,9,0,No
1577,Male,64,Divorced,No,Assoc Degree,Retired,Yes,Independent,Consrv,White,$20K-$30K,1,Suburb,Definitely,No,No,Unknown,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,5,3,1,Yes
1578,Female,31,Separated,Yes,Bach Degree,Unemployed,No,Democrat,Liberal,White,$40K-$50K,4,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Weekly,6,5,2,Yes
1579,Female,22,Married,No,Bach Degree,Unemployed,No,Independent,Liberal,Asian,<$10K,2,Small City or Town,Refused,Yes,No,Yes,Dial-Up,Yes,Never,Never,Unknown,6,1,0,No
1580,Female,27,Never Married,No,Some College,Full Time,No,Refused,Moderate,Black,<$10K,1,Suburb,Definitely,Yes,Yes,Yes,None,Yes,"Yes, < 12 Mo.",Never,Weekly,4,1,2,Yes
1581,Female,38,Separated,Yes,No HS,Unemployed,Yes,Democrat,Moderate,White,<$10K,6,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,1,1,0,No
1582,Female,73,Married,No,HS Grad,Retired,No,Democrat,Consrv,White,$50K-$75K,3,Small City or Town,Definitely,No,Yes,No,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,3,6,1,Yes
1583,Female,60,Widowed,No,HS Grad,Disabled,Yes,No Preference,Unknown,White,Unknown,2,Small City or Town,Probably,Yes,No,Yes,Unknown,No,Never,Never,Unknown,3,0,0,No
1584,Female,60,Married,No,Bach Degree,Retired,No,Republican,Consrv,White,$100K-$150K,4,Suburb,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Monthly,6,8,2,Yes
1585,Female,70,Married,No,Bach Degree,Retired,No,Republican,Consrv,White,$50K-$75K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,6,6,2,Yes
1586,Male,20,Married,Yes,HS Grad,Part Time,No,Independent,Consrv,White,<$10K,4,Small City or Town,Definitely,Yes,No,Yes,Dial-Up,Yes,"Yes, < 12 Mo.",Never,Less Often,3,1,2,Yes
1587,Female,40,Cohabitating,No,HS Grad,Full Time,No,Unknown,Moderate,White,$30K-$40K,2,Small City or Town,Definitely,Yes,Yes,Yes,Refused,Yes,"Yes, > 12 Mo.",Never,Unknown,3,4,1,Yes
1588,Male,36,Never Married,No,Bach Degree,Full Time,No,Independent,Moderate,White,$100K-$150K,1,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,8,1,Yes
1589,Female,30,Married,Yes,Grad School,Full Time,No,Democrat,Liberal,White,$50K-$75K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,8,6,2,Yes
1590,Female,60,Married,No,Grad School,Retired,Yes,Republican,Consrv,White,$150K+,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,8,9,1,Yes
1591,Female,16,Never Married,No,Some HS,Part Time,No,No Preference,Unknown,Other,$20K-$30K,3,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,3,1,Yes
1592,Male,69,Married,No,Grad School,Full Time,No,Independent,Consrv,White,Refused,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,8,0,0,No
